id,text,label
523,"sadly predictable

If you don't like to be surprised in the least bit, this novel is for you. If you don't mind the writer's technique or don't see literary language necessary to be entertaining then you too will like this book. I, on the other did not. The plot was predictable,the characters were one-dimensional and the language reminded me some what of McMillan. ( an unpolished McMillan, of course.) The best part of this book was the cover, and that was just not enough to keep me satisfied.",negative
697,"No drawings!

I love love loved Edward Lear but unfortunately this free copy doesn't have the marvelous drawings. It would be better to get another edition of this wonderful book, one that is illustrated.",negative
753,"The title should be revised to say 2004!

With the advancement of Homeland Security here in the United States we are beginning to see the onset of a true big brother. The number of agencies FBI, CIA, INS, and other alphabet soup organizations are now cross matching databases. They are gathering information from local municipalities and those that are in the system, better not have anything to hide.September 11th accelerated the path that we were already on. I hope that some sanity is also metered out in the process.After being a futures author, investor, and broker for the past 11 years, one of the glaring points in the book is how statistical data is constantly being modified and rewritten to serve who will benefit from the moment. I just hope that these ""mistakes, misquotes, and misinformed"" changes never occur in such a draconian fashion.Great book. Everyone should have a copy on their shelves.",positive
977,"blleeuurrgghhhh

i have listened to this single and i want to feed it to the garbage can man. I urge you to avoid it at all costs, you will not notice the insipidly simple tune working it's way into the core of your being and thus transform you into a similar state of insipid simplicity. For kylie minogue i can find many uses - for her music i find none.",negative
55,"No another grill like this...

This grill is one of its kind...It can be use anywhere without so much hard work..it fits snugly anywhere....",positive
850,"Hatebreed is the god of all that is god about hardcore.

Hatebreed album Satifaction is the Death of Desire has to be one of the all time best albums I have ever heard. I list to a lot of hardcore and and this album never comes out of my disc changer. If you are looking for strong lyrics, strong music, and an awsome groove that you and your friends can kill each other to, buy this and never stop listening to it.",positive
543,"Decent player... while it lasts

After a little over a year my Zen Xtra has stopped playing sound. Everything else works it just appears to be a faulty headphone jack which is a common problem on Creative's players. On a dinky $30 portable I wouldn't expect much but on a $300 device this is just unacceptable.Their warranty period and customer service is a joke. Go have a look at their forums. Stay away from Creative products. There are other alternatives out there.",negative
60,"Simply Awesome!

This was only my first Cornwell novel and I'm hooked! In the past few months I have managed to collect all of her books and I can't wait to dive into them! This summer will be a suspensful one for Scarpetta and I.",positive
693,"The remix is different

I own this album in the original vinyl and a earlier CD release. I am always a sucker for a remaster, so decided what the heck. I chose poorly - the remixes just don't sound right. For all I know, this 2006 version was the original intent, I hope not.",negative
350,"Movie is ok, but..................

the title of the disk pack is totally wrong.It should be Blue Ray + DVD and digital copy available for DLa 210gb download to get the digital copy instead of including it, to me is lame.you enter a very long url, then input the code and start the download managerafter it is finished you have to enter the long url again when you try to play the movie, and get a error 404 website not foundI can get to any other web site I enter, but not to the Transformers site so now the digital copy will not play because the site cannot be accessed.Paramount should take lessons from Fox on how to include the digital copy",negative
930,"Excellent translation of Marquez's masterpiece

This translation of Marquez's quintessential work does great justice to his remarkable prose. The clarity and depth of Hundred Years' symbolism and the excellent development of the Buendia characters send the reader back to an austere but complicated time - a time of exploration, political upheaval, and social transition. One criticism of this translation is the absence of footnotes to specific historical, cultural, or social elements of life in Colombia in the past two centuries.""Taciturn, silent, insensible to the new breath of vitality that was shaking the house, Colonel Aureliano Buendia could understand only that the secret of a good old age is simply an honorable pact with solitude"" (p. 199).Overall, a great read!",positive
99,"Possibly the funniest movie ever made.

It starts off a bit slow, but once the product placement jokes start it takes off.",positive
508,"A good introduction to the tragedies.

Romeo and Juliet is a beautiful story, and it is a marvellous play to introduce young people to the beauty of Shakespeare. Who doesn't like to read or hear about star-crossed lovers? Who hasn't already heard the legend? The play is easy to read as the plot moves along rapidly, and it's beautifully written. Romeo and Juliet are so tragic in their love, and the silly feud between their two families is so destructive and senseless. Read it for the story, but enjoy it for the beautiful prose.",positive
696,"No illustrations

The Kindle version has no illustrations, and the formatting makes it hard to read and enjoy the verses. The limericks appear without logical line shifts, and where the illustration is supposed to be, it just says [illustration] which is a lot more annoying than not having anything there at all.It's free, but it's hard to read and that kind of takes the fun out of it, at least for me.",negative
514,"Disappointed

I'm glad I read the reviews! I agree, if I can't choose my color I don't want to order. There is another box, very similar (doesn't lock) where I can choose my color. That one I will order. Thanks for all YOUR reviews!",negative
498,"Streisand:Live In Concert (2CD's) - Good

This is a good double CD packed with alot of favorites. I liked slot of her ""dialouges"" between songs (her words & messages are invaluble & timeless). Il Divo accompanies her on several songs, like ""Evergreen"" (I would have preferred her to sing that one alone), ""The Music of the Night"" , & ""Somewhere"" (not favorable with Il Divo)",positive
579,"What a waste

Complete waste of $12.00. If they stayed in your ear they might be worth something, but good luck with that. In-ear earbuds work so much better than these.",negative
649,"Piece of junk

Camera is only usable outside in broad daylight. Trying anything inside your home/place of business and you'll have nothing but black on your screen.I am returning the product and will probably try lifeview camera with flash to see if camera aperture allows more light in.I was in rooms that were pretty well lit up...and viewfinder is dark as night.Should never have been released as a product because of these flaws...and it doesn't have to be this way. Laptop usb cameras offer incredibly bright pictures in low light conditions.",negative
731,"Best Show Around

Even if you don't like this programme (how could you not???), it's worth buying simply to watch George Eads the whole way through. He's so hot. The combination of a good cast and interesting (if not often creepy) storylines, keeps me watching this show each and every week and I could watch all of these episodes over and over. Go out and buy this now. It will get you hooked.",positive
768,"Need to proof read your work

This book could be useful if the examples actually worked. I have barely reached the 50th page and all ready I have found more errors than should be allowed in an entire book. The examples are mis-quoted and several don't work. The book might be more helpful if the proof reader knew enough on the subject to correct the more obvious errors. If you buy this book be ready to experiment with the syntax which may be close but not always correct.",negative
354,"Thought transformers suppose to be for kids....

I know a lot of movies aren't going to be kid friendly. That you will have to fast forward past some things. But Transformers, that advertise a kids theme, sold as toys at stores, can be find in MacDonald happy meals. So you would think the movie be for kids. But it not. They focus more on Sam and love gal then what the robots story. Forget Sam, the name of the movie is TRANSFORMERS.I rate this movie 1star...love the CGI for the robots. But you barley seen the robots. The whole movies is about Sam and his love interest. Michael Bay need to hang this up and give it to a true comic fan who can direct a movie about TRANSFORMERS...pitiful",negative
536,"Forget Belkin, look no further than the GUF320

This thing was easy to intall. I have a Dual 1.25 G4 Mac. No driver installations under Panther 10.3.3. If you're pre 10.2.X on a Mac you'll have to visit Iogear's website for USB 2.0 drivers. You shouldn't have any problems using this card with a G5 given the bus supports PCI cards either. Apple should just sell this card in their stores. This is my first Iogear product, and this is the best combo firewire/usb PCI card currently on the market.",positive
29,"Three Days of Use and It Broke

Very disappointed in this product. It worked perfectly for exactly three days and could not be resuscitated. It was very inexpensive so I did not want to pay half again the price to ship it back for an exchange, so the company would do nothing when they sent me an inquiry as to product satisfaction.",negative
163,"Absolutely incredible

I was so happy with Dolly's ""Hungry Again,"" and her return to real country. I like new country -- but now it is just like pop music. Quite a few one-hit wonders. But Dolly Parton, like Tori Amos and Ani DiFranco (two that came to mind), makes an entire album of great music, instead of an album that showcases two hit songs. If you like folk/indie music, I think you will love this bluegrass album. Her cover of Johnny Cash's ""I Still Miss Someone"" gave me chills. My favorite song is definitely ""Will He Be Waiting For Me."" This is bluegrass, but I definitely like a female singing it. It just mellows it out. Dolly has now put out two great albums and with rumors of her possibly going on tour, I couldn't be happier. I'm 26, have been listening to her since I was little, and have never gotten to see her perform live. But this album, the critics aren't just praising a country hall of famer -- the album deserves every wonderful word.",positive
283,"If you are a Nirvana fan this album is not for you.

I am a huge Nirvana fan I have been one ever since 1990 when I first listened to Bleach. If you are die hard like me you will not like this album, you probably already have all the songs on this album so don't waste your money. The only reason I would recommend someone to but this album is if they did not buy the box set. I wish I had my $10.00 back.",negative
889,"A Truley Horrible Horror Film

A truly horrible horror film. Over use of not so special ""special effects"" attempted to divert our attention from the fact that the movie never gained any momentum, and that the characters were never developed or interesting. The only thing that's scary about this film is that someone actually tried to improve upon a classic horror movie so frightening the memory of which still scares me after 30 years. The other thing that scares me about this movie is the reoccurring memory that I actually paid to see it.",negative
199,"fireplace tool set

Good product. Got it in a timely manner. Does exactly what it is supposed to do. Not too expensive and just as good as the rest of the tools that are over priced. The tools work great and have been used a lot this winter.",positive
435,"Funny

This movie has the little girl from Matilda and Martin Short. Good family picture , we loved it. Came in excellent condition!",positive
752,"A Thoughtful Read

Though the novel does drag when you read tracts from the conspiracy's manual, I found the novel to be rather enjoyable. The idea of how the world would be shaped and for what reasons was interesting, and the narrator was able to lead the reader into the world and allow the reader to be engulfed into things.The end was well done, and it was a good closure to the work. The character does not die, but he is changed. Indeed, he awakens to thye doctrine of the state and accepts it. Yeah, he has been tortured and brainwashed, but he does not give in under that torture, though seeds are definitely laid.If you have the time and you like depressing books about totalitarian states that try to stamp out individual thought and reason, go ahead and pick this book up. If you want something lighter though, I would try to find something else.",positive
110,"Been waiting for a foreign lauguage AOL CD?

I have, too, but this isn't it. The translation is very choppy, the singers are medicore at best, and the orchestrations are too overwhelming. ""Love Changes Everything"" is shredded to the point where it hurts to listen to it.Oddly, the best song is the French ""Chanson d'Enfance.""I was very surprised, as the Japanese usually put out extramely good cast CDS. Their CATS and Phantom and the Tokoyo Evita are all great. But unless you are a total ALW or AOL fanatic, save your money.",negative
875,"Achtung!

This movie left me on the edge of my seat and short of breath. Once just wasn't enough in the theater. I just had to see it again on the big screen. I never used to be into movies with subtitles. But the effect just isn't the same as it is in its native tongue. Just when I thought it's over, it just takes you on another turn and another and another!!! If you like fast paced, unpredictable action with a soundtrack that fits its movie like a glove, this one's for you.",positive
7,"DVD menu select problems

I cannot scroll through a DVD menu that is set up vertically. The triangle keys will only select horizontally. So I cannot select anything on most DVD's besides play. No special features, no language select, nothing, just play.",negative
726,"carnivale

Wow the whole show was entertaining. It felt like you were in heaven just dancing to the beats along with Ricky, the dancers and the band. The whole concert was great and really entertaining, it felt so much like Carnivale.",positive
934,"I'll second that

I nearly cried when I realized that this was an abridged version. There is no indication in the record. I was really looking forward to these CDs.",negative
217,"LIvely Experimental Synthesizer Jazz with Global Fusion

This CD has instrumental experimental Jazz and near trance synthesizer pieces. Some of the rhythm patterns have a Latin flavor and feel very danceable. Others remind me of chill out lounge music. A few selections have some subdued vocals that are more part of the background rather than the foreground. I enjoyed the selections and liked working with them in the background. I have not heard the other volumes in the series and so I cannot compare them with each other. My only reservations about this collection is that the mood between selections is not always consistent, some are more mellow and some are more lively. But the mood of the CD is more consistent than a lot of collections I have heard. Some of the pieces are more experimental than the others and are interesting studies. Two of them felt slightly dissident to me, but the experimental sound still felt worth hearing.",positive
470,"Love it

We recently moved into a smaller place. When my parents came into town, they took my oldest sons room. We needed something for him to sleep on but didn't have much room. This twin airbed by Intex is great! I love the fact that the pump is built in. It doesn't get in the way like I thought it might. My son says it's very comfortable. It's easy to inflate and deflate.",positive
31,"Mary Ash

Can't believe I have never reviewed this book before. First read this back when I was 13. Like a lot of girls wanting the mysterious boyfriend and believed in soul-mates which drug me into these books. Rereading it over time years later still stands the test of time for me. Ash is that bad boy you want and your parents want you to stay away from even though he seems like a jerk there is just something about him that make you wanna root for him.",positive
744,"1984

1984 over all is a very boring book. Their are parts in the book that catch your attention but just for a while and then it just gets boring again. I don't really like futuristic based books and the book 1984 is a perfect example why. I wouldn't recommend this book to any one, unless your into this type of genre. I give this book 1*.",negative
648,"Lousy Camera

This is the first time I post a review because I am compelled to do so.I bought this camera to use during the Christmas holidays. I tried to use it the first time to take a picture of the Christmas tree, all I saw was complete darkness. Then I realized that I needed more light. So I turned on all the lights in the house and it was still darkness. If you plan to use this camera indoor, please forget about it! No way.It isn't that great outdoor neither. I took many pictures with the automatic exposure setting. It cannot handle anything with a bright background. It will just be VERY bright.I tried to use it on the ski slopes. I think it is because of the cold temperature, the camera has to be reset often. To make the matter worse, the pictures turned out literally ""twisted"".I can't belive a HP camera can have so many flaws. Very disappointing. Please don't buy one.",negative
35,"Not as expected...

My children get easily bored with this video. I thought it was several episodes of Thomas but it has A LOT of just children and parents talking about Thomas and all. It doesn't keep the kids attention because what kid wants to sit and listen to a bunch of talking. This was my first Thomas video purchase...hopefully the next will have more shows and less talking!",negative
705,"A Jesse Stuart Harvest: My opinion of it

A Jesse Stuart Harvest is a collection of stories by Jesse Stuart. All the stories bring out his personality and the talking of the Old West. This book also has an introduction that narrates the life of the author, Jesse Stuart.I think this book is really good because it takes you on a trip through time and into a world of adventure. My favorite story was Snake Teeth because it has a lot of cliffhangers and adventure. I would recommend this book for 9 yrs.-adults because normally after 9 years of age you will understand the dialect in this book.",positive
609,"Wonderfully Inspiring Movie!

In this movie, as with life(usually),our ""plans"" from our ""beginnings"", don't work out like we think they will.[If yours have and you are one of the those living your dreams, twenty, fifty, etc. years later, I'm sure you are counting your blessings! ;)]Frances' ""new"" story begins when she acts on instinct instead of ""planning"" and thus life begins, rather unexpectedly to Frances, to have its own ""design"" for her life. She has her hopes and dreams for what her life will become. Little does she know she will get exactly what she asks for. However, as in true life, it may not be in the way you expect it.A truly, inspirational movie for anyone struggling through some tough times in your life. I can't tell you how many times I've seen it, but I probably couldn't use my fingers to count, even if I counted each of them twice!Also, must mention Diane Lane, Sandra Oh, you guys are the best!",positive
735,"Pro?! Huh?

Not detail in explaining conceptsToo few numerical examplesContent far too simple to be a desktop ref. in the dealing rm.Poor editing and formatting90% similar to the earlier edition.",negative
691,"One of the best foreign language films

For once, a film coming from a north european country that is neither unhealthy nor perverse.Suzanne Bier is a wonderful director as she proved in two of my favorite films ""Things we lost in the fire"" and ""Brothers"".",positive
929,"Could never read this book....

This is what I think my problem is... I didn't like the translation of the book. If the novel was written in Spanish and then translated into English, I would sit there and say to myself that I loved the descriptive, but not the flow of the sentence. I am compelled to give this novel another try based on these reviews. It has been a few years and I feel it is well deserving.",negative
573,"Fantasy writing at its best

Eric Flint and Richard Roach's Forward The Mage is fantasy writing at its best: an artist-swordsman faces an evil sorcerer, arrest, and politics when his artistic ambitions are rerouted in a struggle for survival. Both feature fast-paced action and complex, believable settings.",positive
932,"The best discworld novel; for beginners or veterans

I've read nearly all of them and this is my favorite. Definitely check out the ones with Death in a lead role (like Mort for instance)",positive
925,"U will never read anything like it

I read One Hudred Years of SOlitude like 6 times over the years, and it still holds its magic and atmosphyre. Just an unbelievable classic. It feels weary and long at moments, also distracting at moments but its originality and magical ventures arise and fill the soul. Must have.",positive
963,"Julia

If you like Jane Fonda or Vannassa Redgrave you'll like this movie.The content is dark but considering it's WWII that won't be a surprise. The movie is touching,sad,and in someways makes you feel nice about love and friendship and in another way makes us wonder how far we'd go in the name of friendship.",positive
419,"Do not buy this camera

Its a very nice camera don't get me wrong. However due to its compact design, the speaker is too close to the tape motor. During quiet and not so quiet areas, you will hear a high pitched humm coming from your camera as well as on what you record. Canon confirmed this as a design flaw. The ZR45, 40 and 50 all do this. I was really disappointed, I returned mine.. I wish there was a way to fix it.",negative
886,"Great value, brute force

First off let me help you novices out there a little bit. Don't buy a video card because of its price, its hype, or its look, do your research! This card is excellent, it is blazingly fast, (it beats geforce 3), and it is a steal... BR>A key feature in the radeon 8500 is the programmable pixel shaders. Let me tell you a little more about them. Geforce 3, 4 and radeon 8500 all share them witht he exception with the Geforce 4 MX. The newest games will use programmable pixel shaders and if you don't have a video card that uses this, then you can't play it. The radeon beats its competition while being half the price! but be cautious because there has been driver issues with ATI and what seems to be ""cheating drivers""Pros:blazingly fastcomes from a respectable companyexcellent image qualitycons:driver issues",positive
804,"Fahrenheit 451

This book is pretty good, except it is definitely very advanced. It was very confusing, especially the ""TV family"" which I did not understand at all. It is more of an adult book.",negative
915,"My favorite book of all-time

I can still remember the force with which the first two or three paragraphs hit me, reading them in a bookstore in Albuquerque. Inventive, humane, human, magical.",positive
344,"Not that great

The first transformers movie will always be the best one, and its just ok. The movies too long jumping back and forth, very poorly constructed.",negative
67,"Had to return it

The sizing is perfect and a medium fits just right. I am 5'2 size 4 137 lbs before baby and i gained about 35 lbs during pregnancy, just an idea for sizing but keepin mind that everyone has different fat distributions on their bodies. I don't like how my post baby fat was getting pushed up the top and makes me look like I have back boobs. The shape wear crunched up after you sit or bent over and so it doesn't feel smooth all over. Squeem makes a vest version too so maybe that one will be a better choice for better coverage. If you do decide to purchase this product it's easier to squeeze in if you lay on your bed and suck in your guts.",negative
657,"If life is a dream, then don't wake me up

This book is a watershed in human intellectual history. In it Freud undermines the picture of mankind as primarily a being of reason, and presents the idea that we are all creatures of our wishes, our inner unconscious lives. Dreams are not nothing, and they are not in Freud's eyes rare religious gifts, but rather to the key to our own mental life. Freud in this book presents a vast world of examples and interpretations .I am not a psychologist and do not consider myself competent to really judge how much of what Freud presents here is valid or even capable of scientific testing. I do know that this work is one which like a great literary masterpiece has inspired countless interpretations and reinterpretations.Understanding human Intellectual History is now impossible without knowing this work.",positive
836,"Great card but difficult to setup

As the other reviews noted, there are problems with installing this card, even though I got it working successfully in the end. Although it isn't my top pick for a graphics card, I have enjoyed being able to hook it up to my VCR and print my digital videos to VHS (yes, this is possible, although it is a bit tricky to setup.)I withhold one star on this card for having lack of customer support and being hard to setup. If the user manual would have been more comprehensive, and if the ATI website would have had more help on the subject of installing this card, the whole nasty ordeal of card setup (that almost all night) might have been spared.",positive
90,"Painful

This book has to be one of the most tedious works of literature ever written. Hawthorne is a great writer, but I don't know how this book made it into that sacred list we call ""classics"". Perhaps on the merit of his name alone?",negative
981,"Switching Goals - a very good movie

Switching goals was very good. The plot was better than the average Mary Kate and Ashley movie, but it wasn't as funny or had as good of acting as the others. This movie is good to watch a couple of times, but only a couple times. If you have extra cash though, I say get it. You won't regret it.",positive
91,"Great novel

The Scarlet Letter by Nathaniel Hawthorne is a great novel. It takes place in Boston, Massachusetts during the era when Puritans were there. The main character Hester Prynne is forced to wear a Scarlet Letter A for adultery because she cheats on her husband while waiting for him to come from Europe.The book really recaptures what Puritanism was like. Its interesting to think about what America would be like if we were still Puritan. A theme of the book is concealed guilt. The minister Arthur Dimmesdale has concealed guilt which causes him severe pain. The message of the book is that you shouldn't let some minor sin you did in the past haunt you for the rest of your life.The book denounces the religious atmosphere of the Puritan village claiming that it stifled the merriment and joy of the culture of Old England. You get a picture of how the wonderful culture portrayed in the works of Chaucer was lost in America due to the influence of the Puritans.",positive
637,"Not useful and a waste of money

The software does not cocur to the current USMLE pattern.It is a waste of money. The questions present on the trial CD are misleading....they do not reflect the pattern of questions inside. Do not waste your money on this!",negative
874,"A bit overrated. . .

Actually this isn't really even a movie, it's a really long music video. Maybe it's an advertisement, I don't know. All I can say is that a good movie requires a few things first and foremost: an engaging story and some interesting characters. This film lacks both. The director is a trickster of sorts who depends on neat stylized filming techniques and devices that attempt to cover up the fact that nothing's really happening plot-wise. Sorry, but the ""alternate-scenario"" theme just didn't work. At the end of the movie your left wondering why you bothered to even watch the first two thirds. Maybe I missed the point. Is there a point? Somebody please enlighten me.",negative
177,"Great Work, Poorly Organized Kindle Book

This review is intended as a review of the book, not of the work of Edgar Allan Poe. As a Poe fan, I purchased this book just for the pure fun of reading Poe on my Kindle. However, the book is so poorly organized that finding a particular tale or poem is a real pain and takes a lot of the fun out of it. While there is a table of contents, the individual works are not list there; rather there are groupings of the works so you have to know (or guess) to which group the work you may be looking for belongs. Alas, there is also no index. This is an electronic book: I should be able to toggle down a table of contents to a particular work, select it, and be taken there, but it doesn't happen that way. Not recommended for Kindle readers!",negative
324,"Outlines of Theology, AA Hodge: Kindle edition

Very disappointed. The book is a great work, but there are so many unreadable words in the Kindle e-book edition that after a few pages of frustration, you finally give up trying. This product should either be taken off the availablity or corrected for errors so it becomes readable.",negative
332,"TRANFORMERS DARK OF THE MOON

transformers dark of the moon my granddaughter really enjoys watching this dvd she especially likes bumble bee she is fascinated by their transformation",positive
375,"Buy the 1993 version instead.

I bought this book thinking it would be an updated and improved version of the 1993 bookArmed and Female: Twelve Million American Women Own Guns, Should You?by the same author. That book was excellent, and I wanted to have the latest version.Unfortunately, what I received was a much more expensive ""pamphlet"" (only 160 pages for over ten dollars) that abounds with typographical errors, to the point that the errors change the meaning of the sentence in several places. As if that weren't enough, much of the content appears to have been cribbed from various blogs and Web pages that can be read for free after a simple Google search.To sum up: The 1993 version of Armed and Female is a well-written and interesting resource, albeit slightly dated in technical recommendations on ammunition, calibers, and of course the makes and models of available handguns.THIS book is unfortunately only an overpriced, badly printed rehash of information available elsewhere.",negative
931,"great card

This card has to be the bast purchase I've ever made! The grapghics are great, it's DirectX supported (a biggie) and is far superior to most cards of the same price. The reviewer who says it doesn't work obviously knows nothing about computers to know well enough whether his motherboard will work with the card. If he bought the AGP card, maybe he should try the PCI. Anyway, this is a great video card from a great company for a great price. BUY IT!",positive
298,"Awful

This was one of the worst books I have ever read. It goes on way to long with a lot of filler which seems out of place.",negative
574,"A device grows old

Related to the Philosophical Strangler. Stories overlap, but this book focuses on Gwendolyn, Benvenutti & the Sorcerer. Story of events in these characters' lives before, during, and after, Phil Strangler. Found the language a bit much to wade through a second time, and not as funny. If you loved Philosophical Strangler, you'll probably love this one, but if you were growing weary by the end of the Strangler, you should probably pass this one up.",negative
777,"Spirit House: Read This In An Air-Conditioned Space

Reviewer: Renee S. NYC. August 13, 2008The plot is typical Noir, the hero typical world-weary and disillusioned Hammett orChandler, but the atmosphere is stunning!It was a whole new world for me and I fellcompletely into it from Vinnie's first nightmare to the final dripping conclusion.Mr. Moore's descriptions of Thailand andthe Thai people are evocative and real. Onecan feel the heat and humidity, see the swirlsand flashes of colors, and almost touch the waves of misery that radiate offthe pages. And the story's not bad either. I was interested in all the little tidbitsabout life in Bangkok - and the story's not bad either. There were a confusing numberof characters, some of whom did not advance the plot at all, and the plotting could have been tighter, but all-in-all I would definitely recommend the book. Just be sure you read it in an air-conditioned space, because otherwise you will surely melt from its heat!",positive
77,"conspiracy theorist

The author is very likely a Kurdish nationalist, not implausibly a quite supporter of the PKK. As a Communist, he has no room for religion. His analysis is misleading, basically he runs after Muslims under the banner of Islamism, he seeks to undermine the Islamic religion to satisfy his own psychological needs. The author has suppervised the work of others who also claimed to have proved that Islam does not work. The author does not use objective scientific methods, he basically writes in a way that confirms his own priori conclusions. Read the book, if you wish, but with such qualifications in mind. You may read it to understand how the bigot's mind actually works.",negative
933,"Pratchett I just love him

the whole city watch series is just about my favorite bunch of books I have ever read. I almost have to read them alonme because I get the whole family looking askingly when I laugh out loud. Great stories, obviousl;y fantasy but so real. And if you love word play you will never find better",positive
357,"B-Movie-Licious

I am surprised by how much I enjoyed this. Surprised, and a little disappointed in my own taste, but anyway...You know exactly what to expect from this movie. Explosions, Fighting...and that's it. Luckily, it delivers both of those in spades, especially the 'splosions. I have never seen so many things blow up. Every fifteen minutes John Cena barely escapes some building blowing up. And in slow motion, of course. The story is Kelly Carlson is kidnapped by Robert Patrick and John Cena must rescue her.Robert Patrick is plain fantastic in this flick. The filmmaker is smart as he gave the lion's share of the line to Mr. Patrick. He plays a great, sarcastic bad guy, plain and simple. John Cena can act in the sense that Arnold Schwarzenegger can act. Mr. Cena lets his actions do the speaking, thankfully. Plus, he's a hottie so...Overall, just an easy, cheesy, blow-em-up, action B-movie. The extras are pretty lame, though.",positive
652,"Great true crime read

I really have to give this author credit, as far as being able to be so objective in writing about her cousin's killers, and the police detectives who forced a confession from her innocent brother. The book presents its facts on the case, leaving us to our own conclusions. What is so ironic about the case is that the cousins were going to the Old Chain of Rocks Bridge to read an anti-racism poem written by one of the victims, only to be brutally murdered by a gang of the minorities that she was probably referring to.A very fast and good read.",positive
73,"CAUSES BRUISING AND BLISTERS IF WORN TOO LONG

I ordered this product to slim down my stomach. I was looking for something I could wear all day with my jeans as well as underneath my dresses. I wore the squeem to work occasionally and then I would take it off when I got home. When I would take it off, I felt sore around my sides and my back, I washed the squeem several times and even wore it on the other side thinking this would help but it didn't. One night after work me and some of my coworkers went out for drinks so I ended up keeping the squeem on for about 14hours instead of my normal 9 hours. That night when I took the squeem off I had blisters and bruising on my side and back which have now left black marks (I'm black)on my body. I read other review before I purchased the squeem and I didn't see anything that alerted me not to buy it. Not sure why this happened but if you read this and it happens to you don't say I didn't warn you!",negative
37,"Doublecharged for shipping because merchant was backordered

Merchant was out of stock on the second pair of pants, so when it was shipped I was charged $9 again when the second pair was in stock weeks later.Will not buy from Amazon vendors again.",negative
624,"dont get it

Dont get it the graphics suck and u can only get mega man. U should wait to get the progress pet or the double soul PET.",negative
748,"Scary!

George Orwell's prophetic words are coming to pass right before my eyes; You'd see it too, if you got off the TV and started paying attention to politicians and the laws they're passing.I hope there is a revolution of some sort before this grim forecast is played out to the end.",positive
598,"Did not fit in ear

I was amazed how poorly these fit in my ear, in fact, after trying for a couple of weeks, I could not tell which one was the R and which was the L as they both fit so poorly. The spiky part hurt my ear after a few minutes of wearing.I threw these out and purchased the Umbo earbud. Much, much better fit there.",negative
241,"a worthy addition to WW II Eastern Front histories

I've read a tremendous amount on the subject of WW II history, so very rarely do I read a book with anything new to tell me. This book is in that class and well-written too. The two points I found interesting were the discussion of the original focus of Hitler's 1942 campaign in Russia and the first extensive history I've read about the airlift effort to save Paulus' 6th Army trapped at Stalingrad. He offers original research into 1) the question of just who promised Hitler that the Luftwaffe could sustain 6th Army by airlift, and 2)just how successful the Soviets were in interfering with the airlift. For anyone interested in the history of WW II on the Eastern Front, this book is a must read.",positive
476,"Would not recommend

I bought this for my off campus residence, and the two months it worked fine...and then the problems began. First, two the curves on the top (not sure what exactly they are called) merged into one so I had to sleep on one half of the bed. Recently, I noticed it was starting to sink and re-inflated it. Shortly afterward I heard some air and found where it was leaking and didn't think too much off it. Then in the middle of sleeping I woke up on the floor and then just gave up on it, and now am having to resort to sleeping on the floor. Tried calling their customer support line and it was backed up, then I found out that the main support line is for their pools. I would recommend a different brand like Coleman, or getting something from Cabela's.",negative
457,"Great Bed for Guests

Bought this for my Grandson to sleep on when the family came to visit over Christmas. It is wonderful. . . super easy to inflate (and deflate) nicely raised off the floor and he said it was very comfortable. Grandma scored a home run on this one!",positive
244,"Awesome

This movie was awesome! The picture and sound quality were top notch as well as the bonus content. Definitely worth every cent.",positive
132,"Works great, and half the price

This AC adapter works great for me with my Apple 15"" Aluminum G4 Powerbook. Apple still wants to charge an insane price for this last-generation power supply, but luckily Macally has a solution that is almost as nice for about half the price.It does not light up to indicate that it is charging (which is too bad, it was a nice touch).",positive
477,"Is loosing air with ALMOST NO USE!!

I bought this airbed on October 2009, I only used it 3 times and now is loosing air!! How can it loose air like that with only 3 uses?? At the beginning it seams good because is comfortable and tall, but now I can't use it anymore unless I want fill it with air at the middle of the night.",negative
616,"ZERO stars... OMG I can't believe I even bothered to finish this thing.

I wish I had read the reviews. As it is I distroyed the copy of the tape I had so that won't inflict damage on anyone else. (In an evironmentally friendly way of course).The original Roller ball was pretty bad, and the remake is worse if that were possible. In a fit of weakness I put the tape in the machine and let it play. I kept thinking, this can't get any worse and then it did. <repeat> And then thank god it was over.If I could sue for the return of my 2hrs of veiwing time I would.",negative
879,"10 stars!

This album is brilliant! If you buy it, I guarantee it'll be the best album you buy all year!",positive
182,"Didactic melodrama

I have read enough to know when I'm being preached to, and Huxley is unsuccessful in masking his assertions re: the human condition in The Island. I was very disappointed, since Huxley has the ability to write well, even about esoteric subjects (see The Perennial Philosophy, for instance), but ends up just making a hash of it here. Not highly recommended.",negative
27,"Has No Range

I suppose if you were going to sit in the same room and have line-of-sight with the device, lamp, etc. plugged into this control, it might work. Maybe. But I had it completely within the stated range and one basic house wall separating me and the unit, and it was completely unreliable.I'd recommend spending a touch more money and getting a higher quality product.",negative
273,"Worst book I've ever read

This has got to be one of the most depressing books I have ever read. Not depressing in the sense that the tone of the book was depressing (which it was), but depressing in the sense that it was such poor quality. This was the first book I ""attempted"" to read by the author, since I couldn't waste my time trying to finish it. I am pretty sure I won't be reading any other books by Jamaica Kincade.",negative
